NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
171/1W/2010,06.04.2010,6.64,Mg.,1,6091,14005,576
171/0W/2010,19.04.2010,13.08,Mg.,0,5066,14000,531
173/1W/2010,13.04.2010,1.34,Mg.,1,2001,14007,594
172/0W/2010,19.04.2010,0.21,Mg.,0,5066,14001,604
172/1W/2010,14.04.2010,15.46,Mg.,1,6091,14006,570
173/0W/2010,19.04.2010,10.97,Mg.,0,5066,14002,594
174/1W/2010,19.04.2010,3.025,Mg.,1,1762,14008,604
175/1W/2010,09.02.2010,23.36,Mg.,1,4435,14010,681
174/0W/2010,12.03.2010,52.05,Mg.,0,1494,14009,572
176/1W/2010,15.02.2010,8.465,Mg.,1,1762,14011,869
177/1W/2010,21.04.2010,9.04,Mg.,1,1431,14012,375
175/0W/2010,21.04.2010,24.72,Mg.,0,7534,14014,564
176/0W/2010,23.04.2010,18.62,Mg.,0,827,14017,621
179/1W/2010,24.02.2010,4.56,Mg.,1,1756,14015,531
178/1W/2010,20.04.2010,5.37,Mg.,1,5799,14013,564
180/1W/2010,31.03.2010,16.34,Mg.,1,1756,14016,102
177/0W/2010,23.04.2010,0.05,Mg.,0,827,14018,525
178/0W/2010,19.04.2010,17.9,Mg.,0,2382,14019,579
179/0W/2010,20.04.2010,11.32,Mg.,0,2382,14020,575
180/0W/2010,21.04.2010,17.02,Mg.,0,2382,14021,576
181/0W/2010,22.04.2010,9.62,Mg.,0,2382,14022,594
182/0W/2010,22.04.2010,18.54,Mg.,0,2382,14023,531
183/0W/2010,23.04.2010,20.06,Mg.,0,2382,14024,582
184/0W/2010,26.04.2010,0.81,Mg.,0,5066,14025,607
185/0W/2010,26.04.2010,1.57,Mg.,0,5066,14026,564
186/0W/2010,26.04.2010,17.86,Mg.,0,5066,14027,380
182/1W/2010,13.04.2010,4.0,Mg.,1,1756,14029,572
183/1W/2010,13.04.2010,15.56,Mg.,1,1756,14030,572
184/1W/2010,15.04.2010,16.16,Mg.,1,1756,14031,407
185/1W/2010,20.04.2010,9.034,Mg.,1,6118,14032,511
186/1W/2010,21.04.2010,3.06,Mg.,1,6091,14033,531
187/1W/2010,09.02.2010,4.52,Mg.,1,6118,14034,365
188/1W/2010,08.02.2010,4.28,Mg.,1,6118,14035,579
189/1W/2010,19.01.2010,4.925,Mg.,1,6118,14036,576
190/1W/2010,15.01.2010,4.65,Mg.,1,6118,14037,373
191/1W/2010,08.01.2010,8.85,Mg.,1,6118,14038,350
187/0W/2010,27.04.2010,2.29,Mg.,0,7534,14039,605
188/0W/2010,27.04.2010,5.0,Mg.,0,7534,14040,531
189/0W/2010,27.04.2010,17.215,Mg.,0,7534,14041,595
190/0W/2010,28.04.2010,22.46,Mg.,0,7534,14042,582
192/1W/2010,20.04.2010,31.47,Mg.,1,1756,14043,572
193/1W/2010,22.04.2010,24.16,Mg.,1,1756,14044,572
194/1W/2010,23.04.2010,0.0,Mg.,1,1756,14045,531
195/1W/2010,23.04.2010,29.74,Mg.,1,1756,14046,531
16/2W/2010,22.04.2010,0.19,Mg.,2,827,14047,531
196/1W/2010,26.04.2010,10.8,Mg.,1,6434,14048,522
197/1W/2010,21.04.2010,15.79,Mg.,1,4774,14049,688
198/1W/2010,22.04.2010,1.96,Mg.,1,657,14050,350
199/1W/2010,26.04.2010,10.084,Mg.,1,6118,14051,531
191/0W/2010,27.04.2010,0.6,Mg.,0,827,14052,579
192/0W/2010,27.04.2010,0.16,Mg.,0,827,14053,702
193/0W/2010,26.04.2010,17.82,Mg.,0,2382,14054,564
194/0W/2010,27.04.2010,16.42,Mg.,0,2382,14055,572
195/0W/2010,28.04.2010,22.16,Mg.,0,2382,14056,271
200/1W/2010,26.04.2010,12.11,Mg.,1,6118,14057,565
196/0W/2010,27.04.2010,0.4,Mg.,0,827,14058,531
201/1W/2010,29.04.2010,5.54,Mg.,1,1763,14059,568
197/0W/2010,22.04.2010,2.76,Mg.,0,5226,14060,579
202/1W/2010,29.04.2010,5.58,Mg.,1,6091,14061,106
205/1W/2010,28.04.2010,20.24,Mg.,1,8652,14064,531
203/1W/2010,26.04.2010,20.32,Mg.,1,6091,14062,579
207/1W/2010,01.04.2010,9.52,Mg.,1,1431,14066,594
206/1W/2010,29.04.2010,11.18,Mg.,1,6434,14065,565
204/1W/2010,27.04.2010,2.03,Mg.,1,1762,14063,531
198/0W/2010,29.04.2010,16.7,Mg.,0,2382,14067,531
208/1W/2010,30.04.2010,1.88,Mg.,1,396,14068,579
199/0W/2010,30.04.2010,14.04,Mg.,0,2382,14069,531
200/0W/2010,18.03.2010,25.0,Mg.,0,8530,14070,531
206/0W/2010,05.05.2010,3.03,Mg.,0,5066,14081,572
201/0W/2010,26.03.2010,25.0,Mg.,0,8530,14071,604
202/0W/2010,07.04.2010,20.0,Mg.,0,8530,14072,531
203/0W/2010,07.04.2010,21.0,Mg.,0,8530,14073,651
204/0W/2010,08.04.2010,24.905,Mg.,0,8530,14074,595
205/0W/2010,12.04.2010,18.0,Mg.,0,8530,14075,531
209/1W/2010,10.04.2010,27.6,Mg.,1,1756,14076,575
210/1W/2010,09.04.2010,29.84,Mg.,1,1756,14077,604
211/1W/2010,06.04.2010,13.74,Mg.,1,1756,14078,564
212/1W/2010,09.04.2010,8.26,Mg.,1,1756,14079,531
213/1W/2010,12.04.2010,15.34,Mg.,1,1756,14080,605
207/0W/2010,05.05.2010,20.11,Mg.,0,5066,14082,565
208/0W/2010,04.05.2010,9.3,Mg.,0,8074,14083,572
214/1W/2010,04.05.2010,9.27,Mg.,1,6118,14084,572
210/0W/2010,04.05.2010,9.04,Mg.,0,2382,14089,565
215/1W/2010,29.04.2010,3.201,Mg.,1,6118,14085,582
218/1W/2010,05.05.2010,19.78,Mg.,1,8707,14091,598
209/0W/2010,30.04.2010,17.02,Mg.,0,5066,14086,531
211/0W/2010,05.05.2010,17.12,Mg.,0,2382,14090,575
216/1W/2010,04.05.2010,7.719,Mg.,1,6118,14087,531
212/0W/2010,06.05.2010,10.88,Mg.,0,5302,14092,604
217/1W/2010,04.05.2010,11.67,Mg.,1,6434,14088,531
220/1W/2010,23.04.2010,11.86,Mg.,1,2001,14094,531
219/1W/2010,22.04.2010,11.42,Mg.,1,2001,14093,545
213/0W/2010,20.04.2010,50.65,Mg.,0,1494,14100,896
221/1W/2010,23.04.2010,14.14,Mg.,1,2001,14095,507
222/1W/2010,26.04.2010,11.84,Mg.,1,2001,14096,564
223/1W/2010,27.04.2010,12.1,Mg.,1,2001,14097,582
224/1W/2010,28.04.2010,12.26,Mg.,1,2001,14098,582
225/1W/2010,29.04.2010,12.22,Mg.,1,2001,14099,531
228/1W/2010,06.05.2010,9.48,Mg.,1,1431,14105,345
226/1W/2010,28.04.2010,8.82,Mg.,1,1892,14103,554
214/0W/2010,07.05.2010,2.56,Mg.,0,827,14106,594
227/1W/2010,31.03.2010,40.3,Mg.,1,4435,14104,531
229/1W/2010,10.05.2010,14.22,Mg.,1,4774,14108,531
215/0W/2010,07.05.2010,3.08,Mg.,0,827,14107,564
231/1W/2010,05.05.2010,16.44,Mg.,1,1756,14110,568
230/1W/2010,05.05.2010,17.14,Mg.,1,4774,14109,582
232/1W/2010,04.05.2010,30.54,Mg.,1,1756,14111,594
233/1W/2010,23.04.2010,10.9,Mg.,1,2001,14112,102
234/1W/2010,16.04.2010,9.5,Mg.,1,2001,14113,568
235/1W/2010,16.04.2010,6.82,Mg.,1,2001,14114,531
236/1W/2010,19.04.2010,11.48,Mg.,1,2001,14115,500
237/1W/2010,19.04.2010,10.96,Mg.,1,2001,14116,572
238/1W/2010,20.04.2010,4.9,Mg.,1,2001,14117,564
239/1W/2010,20.04.2010,6.16,Mg.,1,2001,14118,564
240/1W/2010,20.04.2010,4.72,Mg.,1,2001,14119,564
241/1W/2010,20.04.2010,4.74,Mg.,1,2001,14120,682
242/1W/2010,20.04.2010,4.6,Mg.,1,2001,14121,626
243/1W/2010,21.04.2010,4.54,Mg.,1,2001,14122,565
266/1W/2010,15.03.2010,1.0,Mg.,1,8076,14145,566
244/1W/2010,21.04.2010,6.48,Mg.,1,2001,14123,575
245/1W/2010,21.04.2010,3.5,Mg.,1,2001,14124,531
246/1W/2010,21.04.2010,4.8,Mg.,1,2001,14125,531
247/1W/2010,22.04.2010,11.46,Mg.,1,2001,14126,276
248/1W/2010,22.04.2010,11.42,Mg.,1,2001,14127,576
249/1W/2010,23.04.2010,10.96,Mg.,1,2001,14128,531
250/1W/2010,24.04.2010,11.96,Mg.,1,2001,14129,559
251/1W/2010,24.04.2010,3.76,Mg.,1,2001,14130,564
252/1W/2010,26.04.2010,4.64,Mg.,1,2001,14131,531
253/1W/2010,26.04.2010,11.34,Mg.,1,2001,14132,531
254/1W/2010,27.04.2010,6.6,Mg.,1,2001,14133,531
255/1W/2010,27.04.2010,3.56,Mg.,1,2001,14134,812
256/1W/2010,27.04.2010,3.56,Mg.,1,2001,14135,573
257/1W/2010,27.04.2010,6.34,Mg.,1,2001,14136,604
258/1W/2010,28.04.2010,11.38,Mg.,1,2001,14137,531
259/1W/2010,29.04.2010,10.98,Mg.,1,2001,14138,566
260/1W/2010,29.04.2010,8.82,Mg.,1,2001,14139,575
261/1W/2010,05.03.2010,0.0,Mg.,1,8076,14140,594
262/1W/2010,05.03.2010,0.16,Mg.,1,8076,14141,570
267/1W/2010,15.03.2010,0.04,Mg.,1,8076,14146,531
263/1W/2010,12.03.2010,0.52,Mg.,1,8076,14142,582
279/1W/2010,30.03.2010,0.56,Mg.,1,8076,14158,701
264/1W/2010,12.03.2010,0.22,Mg.,1,8076,14143,582
268/1W/2010,15.03.2010,0.9,Mg.,1,8076,14147,531
280/1W/2010,08.04.2010,1.08,Mg.,1,8076,14159,531
269/1W/2010,15.03.2010,0.06,Mg.,1,8076,14148,565
265/1W/2010,12.03.2010,3.8,Mg.,1,8076,14144,525
216/0W/2010,11.05.2010,12.04,Mg.,0,5302,14172,582
270/1W/2010,22.03.2010,0.32,Mg.,1,8076,14149,564
271/1W/2010,22.03.2010,0.26,Mg.,1,8076,14150,531
272/1W/2010,23.03.2010,0.72,Mg.,1,8076,14151,575
273/1W/2010,23.03.2010,0.78,Mg.,1,8076,14152,594
274/1W/2010,23.03.2010,0.82,Mg.,1,8076,14153,531
275/1W/2010,23.03.2010,0.34,Mg.,1,8076,14154,582
276/1W/2010,25.03.2010,1.74,Mg.,1,8076,14155,570
277/1W/2010,25.03.2010,2.7,Mg.,1,8076,14156,500
278/1W/2010,24.03.2010,0.5,Mg.,1,8076,14157,531
281/1W/2010,09.04.2010,0.8,Mg.,1,8076,14160,565
217/0W/2010,10.05.2010,11.21,Mg.,0,8718,14173,531
282/1W/2010,12.04.2010,0.12,Mg.,1,8076,14161,334
218/0W/2010,12.05.2010,5.38,Mg.,0,5066,14174,529
283/1W/2010,12.04.2010,0.84,Mg.,1,8076,14162,680
284/1W/2010,13.04.2010,1.64,Mg.,1,8076,14163,531
219/0W/2010,12.05.2010,0.31,Mg.,0,5066,14175,604
285/1W/2010,13.04.2010,2.88,Mg.,1,8076,14164,531
286/1W/2010,14.04.2010,0.54,Mg.,1,8076,14165,594
220/0W/2010,12.05.2010,18.33,Mg.,0,5066,14176,530
287/1W/2010,14.04.2010,0.68,Mg.,1,8076,14166,582
288/1W/2010,14.04.2010,0.34,Mg.,1,8076,14167,531
221/0W/2010,06.05.2010,15.08,Mg.,0,2382,14177,572
289/1W/2010,14.04.2010,1.62,Mg.,1,8076,14168,572
290/1W/2010,15.04.2010,0.04,Mg.,1,8076,14169,531
222/0W/2010,07.05.2010,14.02,Mg.,0,2382,14178,589
291/1W/2010,15.04.2010,1.12,Mg.,1,8076,14170,594
292/1W/2010,15.04.2010,1.02,Mg.,1,8076,14171,531
223/0W/2010,10.05.2010,16.52,Mg.,0,2382,14179,370
224/0W/2010,10.05.2010,16.56,Mg.,0,2382,14180,564
293/1W/2010,29.04.2010,11.98,Mg.,1,2001,14181,572
294/1W/2010,11.05.2010,7.82,Mg.,1,1431,14182,575
295/1W/2010,11.05.2010,4.253,Mg.,1,6118,14183,575
296/1W/2010,11.05.2010,30.97,Mg.,1,1756,14184,604
225/0W/2010,26.04.2010,9.64,Mg.,0,6357,14186,512
297/1W/2010,12.05.2010,16.15,Mg.,1,4774,14185,565
17/2W/2010,26.04.2010,9.64,Mg.,2,8639,14187,598
226/0W/2010,30.04.2010,1.12,Mg.,0,827,14188,605
298/1W/2010,05.03.2010,47.86,Mg.,1,4435,14195,531
227/0W/2010,30.04.2010,0.26,Mg.,0,827,14189,572
233/0W/2010,06.04.2010,51.7,Mg.,0,1494,14196,531
228/0W/2010,17.05.2010,1.04,Mg.,0,7534,14190,373
299/1W/2010,11.05.2010,22.92,Mg.,1,6091,14197,572
229/0W/2010,17.05.2010,6.04,Mg.,0,7534,14191,575
300/1W/2010,12.05.2010,38.41,Mg.,1,1756,14198,719
230/0W/2010,17.05.2010,1.2,Mg.,0,7534,14192,531
231/0W/2010,17.05.2010,16.0,Mg.,0,7534,14193,589
301/1W/2010,13.05.2010,55.1,Mg.,1,1756,14199,522
232/0W/2010,19.05.2010,25.355,Mg.,0,7534,14194,531
302/1W/2010,13.05.2010,25.95,Mg.,1,1756,14200,531
303/1W/2010,15.05.2010,27.09,Mg.,1,1756,14201,572
305/1W/2010,18.05.2010,3.9,Mg.,1,1763,14203,565
304/1W/2010,14.05.2010,6.78,Mg.,1,6091,14202,604
311/1W/2010,27.04.2010,8.86,Mg.,1,1756,14212,565
306/1W/2010,21.04.2010,6.08,Mg.,1,8076,14204,531
235/0W/2010,17.05.2010,1.93,Mg.,0,7534,14217,573
307/1W/2010,21.04.2010,7.02,Mg.,1,8076,14205,575
312/1W/2010,26.04.2010,29.06,Mg.,1,1756,14213,565
234/0W/2010,06.05.2010,24.28,Mg.,0,6357,14206,531
308/1W/2010,23.04.2010,2.68,Mg.,1,8076,14207,531
316/1W/2010,19.05.2010,10.2,Mg.,1,6434,14218,525
309/1W/2010,23.04.2010,2.18,Mg.,1,8076,14208,573
313/1W/2010,23.04.2010,8.7,Mg.,1,1756,14214,565
310/1W/2010,27.04.2010,1.02,Mg.,1,8076,14209,376
18/2W/2010,06.05.2010,15.42,Mg.,2,8639,14210,688
19/2W/2010,07.05.2010,8.86,Mg.,2,8639,14211,531
314/1W/2010,28.04.2010,17.6,Mg.,1,1756,14215,531
317/1W/2010,18.05.2010,2.391,Mg.,1,657,14219,594
315/1W/2010,28.04.2010,27.86,Mg.,1,1756,14216,531
236/0W/2010,21.05.2010,6.71,Mg.,0,7534,14220,572
318/1W/2010,17.05.2010,11.559,Mg.,1,6118,14222,575
237/0W/2010,21.05.2010,18.06,Mg.,0,7534,14221,531
319/1W/2010,12.05.2010,10.47,Mg.,1,6118,14223,605
321/1W/2010,12.05.2010,10.94,Mg.,1,2001,14225,694
320/1W/2010,14.05.2010,5.554,Mg.,1,6118,14224,573
326/1W/2010,13.05.2010,9.54,Mg.,1,2001,14230,531
322/1W/2010,13.05.2010,4.46,Mg.,1,2001,14226,271
329/1W/2010,06.05.2010,2.16,Mg.,1,8076,14233,594
323/1W/2010,13.05.2010,5.1,Mg.,1,2001,14227,506
327/1W/2010,15.05.2010,10.28,Mg.,1,2001,14231,630
324/1W/2010,13.05.2010,4.58,Mg.,1,2001,14228,792
330/1W/2010,29.04.2010,30.17,Mg.,1,1756,14234,565
325/1W/2010,13.05.2010,5.08,Mg.,1,2001,14229,576
328/1W/2010,14.05.2010,10.28,Mg.,1,2001,14232,570
331/1W/2010,30.04.2010,57.84,Mg.,1,1756,14235,531
332/1W/2010,20.05.2010,4.807,Mg.,1,6118,14236,531
333/1W/2010,06.05.2010,2.5,Mg.,1,8076,14237,595
334/1W/2010,07.05.2010,0.8,Mg.,1,8076,14238,582
335/1W/2010,07.05.2010,0.04,Mg.,1,8076,14239,604
242/0W/2010,19.05.2010,1.28,Mg.,0,1762,14251,582
336/1W/2010,07.05.2010,1.28,Mg.,1,8076,14240,900
337/1W/2010,10.05.2010,0.04,Mg.,1,8076,14241,531
338/1W/2010,10.05.2010,1.06,Mg.,1,8076,14242,500
339/1W/2010,10.05.2010,0.6,Mg.,1,8076,14243,500
340/1W/2010,11.05.2010,1.78,Mg.,1,8076,14244,582
341/1W/2010,12.05.2010,2.76,Mg.,1,2001,14245,573
343/1W/2010,04.03.2010,7.92,Mg.,1,1889,14252,573
342/1W/2010,28.04.2010,9.85,Mg.,1,4774,14246,531
243/0W/2010,25.05.2010,0.13,Mg.,0,7534,14254,564
238/0W/2010,24.05.2010,0.17,Mg.,0,5066,14247,531
345/1W/2010,19.05.2010,15.0,Mg.,1,1756,14257,604
239/0W/2010,24.05.2010,1.02,Mg.,0,5066,14248,531
344/1W/2010,20.05.2010,5.73,Mg.,1,5799,14253,565
240/0W/2010,24.05.2010,2.56,Mg.,0,5066,14249,604
244/0W/2010,25.05.2010,0.69,Mg.,0,7534,14255,582
241/0W/2010,24.05.2010,19.15,Mg.,0,5066,14250,572
348/1W/2010,28.07.2010,4.78,Mg.,1,6091,14260,595
245/0W/2010,25.05.2010,24.4,Mg.,0,7534,14256,576
346/1W/2010,20.05.2010,18.49,Mg.,1,1756,14258,579
347/1W/2010,17.05.2010,19.33,Mg.,1,1756,14259,565
349/1W/2010,20.05.2010,0.0,Mg.,1,6091,14261,576
350/1W/2010,24.05.2010,15.71,Mg.,1,4774,14262,569
351/1W/2010,22.04.2010,1.56,Mg.,1,2001,14263,572
246/0W/2010,11.05.2010,16.4,Mg.,0,2382,14265,579
352/1W/2010,12.05.2010,3.52,Mg.,1,2001,14264,629
260/0W/2010,26.05.2010,1.52,Mg.,0,6765,14279,531
247/0W/2010,12.05.2010,18.26,Mg.,0,2382,14266,531
261/0W/2010,14.05.2010,2.779,Mg.,0,8309,14280,575
248/0W/2010,13.05.2010,15.86,Mg.,0,2382,14267,623
249/0W/2010,14.05.2010,19.58,Mg.,0,2382,14268,582
250/0W/2010,17.05.2010,14.74,Mg.,0,2382,14269,522
251/0W/2010,17.05.2010,18.6,Mg.,0,2382,14270,605
252/0W/2010,18.05.2010,17.52,Mg.,0,2382,14271,531
253/0W/2010,19.05.2010,16.58,Mg.,0,2382,14272,579
254/0W/2010,20.05.2010,13.68,Mg.,0,2382,14273,565
255/0W/2010,21.05.2010,19.06,Mg.,0,2382,14274,531
256/0W/2010,24.05.2010,18.24,Mg.,0,2382,14275,597
257/0W/2010,24.05.2010,16.46,Mg.,0,2382,14276,531
258/0W/2010,25.05.2010,12.18,Mg.,0,2382,14277,572
259/0W/2010,14.05.2010,7.9,Mg.,0,8309,14278,582
262/0W/2010,14.05.2010,0.15,Mg.,0,8309,14281,594
264/0W/2010,14.05.2010,0.697,Mg.,0,8309,14283,595
263/0W/2010,14.05.2010,0.15,Mg.,0,8309,14282,531
265/0W/2010,14.05.2010,1.089,Mg.,0,8309,14284,531
266/0W/2010,14.05.2010,1.164,Mg.,0,8309,14285,531
267/0W/2010,14.05.2010,17.43,Mg.,0,8309,14286,572
268/0W/2010,14.05.2010,0.561,Mg.,0,8309,14287,605
269/0W/2010,21.05.2010,15.5,Mg.,0,5066,14288,575
270/0W/2010,24.05.2010,15.94,Mg.,0,5066,14289,531
353/1W/2010,21.05.2010,10.91,Mg.,1,6118,14290,531
354/1W/2010,05.05.2010,1.5,Mg.,1,2001,14292,531
355/1W/2010,06.05.2010,2.5,Mg.,1,2001,14293,565
271/0W/2010,25.05.2010,0.8,Mg.,0,643,14291,344
356/1W/2010,06.05.2010,2.7,Mg.,1,2001,14294,594
272/0W/2010,20.05.2010,0.0,Mg.,0,3016,14296,277
357/1W/2010,07.05.2010,2.66,Mg.,1,2001,14295,572
273/0W/2010,27.05.2010,25.52,Mg.,0,827,14297,582
358/1W/2010,27.05.2010,25.52,Mg.,1,1129,14298,531
359/1W/2010,27.05.2010,8.94,Mg.,1,1892,14299,605
274/0W/2010,31.05.2010,4.0,Mg.,0,7534,14300,565
275/0W/2010,31.05.2010,21.44,Mg.,0,7534,14301,604
21/2W/2010,31.05.2010,11.2,Mg.,2,827,14390,531
360/1W/2010,20.05.2010,2.7,Mg.,1,3016,14302,576
361/1W/2010,31.05.2010,3.268,Mg.,1,7448,14303,597
362/1W/2010,31.05.2010,0.32,Mg.,1,7448,14304,353
363/1W/2010,28.05.2010,27.92,Mg.,1,1756,14305,528
276/0W/2010,12.05.2010,8.69,Mg.,0,8718,14306,276
277/0W/2010,12.05.2010,2.75,Mg.,0,8718,14307,605
278/0W/2010,25.05.2010,4.86,Mg.,0,8718,14308,576
364/1W/2010,30.04.2010,22.58,Mg.,1,6091,14309,605
365/1W/2010,26.05.2010,10.62,Mg.,1,4774,14310,531
279/0W/2010,27.05.2010,16.62,Mg.,0,2382,14311,576
280/0W/2010,26.05.2010,18.58,Mg.,0,2382,14312,565
281/0W/2010,28.05.2010,16.3,Mg.,0,2382,14313,594
282/0W/2010,28.05.2010,7.28,Mg.,0,2382,14314,531
283/0W/2010,31.05.2010,19.68,Mg.,0,2382,14315,589
284/0W/2010,26.05.2010,0.002,Mg.,0,2382,14316,605
366/1W/2010,04.05.2010,11.0,Mg.,1,2001,14317,579
367/1W/2010,01.06.2010,2.8,Mg.,1,1763,14318,575
285/0W/2010,02.06.2010,25.58,Mg.,0,827,14319,565
368/1W/2010,02.06.2010,25.58,Mg.,1,1129,14320,531
369/1W/2010,21.04.2010,0.9,Mg.,1,2001,14321,511
296/0W/2010,08.04.2010,0.589,Mg.,0,194,14333,594
370/1W/2010,18.05.2010,7.06,Mg.,1,1756,14322,568
401/1W/2010,28.05.2010,11.24,Mg.,1,2001,14380,605
286/0W/2010,02.06.2010,0.061,Mg.,0,827,14323,564
297/0W/2010,08.04.2010,4.42,Mg.,0,194,14334,605
287/0W/2010,02.06.2010,0.468,Mg.,0,827,14324,621
298/0W/2010,16.04.2010,0.806,Mg.,0,194,14335,531
299/0W/2010,16.04.2010,3.392,Mg.,0,194,14336,531
288/0W/2010,07.06.2010,2.25,Mg.,0,5066,14325,572
300/0W/2010,27.04.2010,0.007,Mg.,0,194,14337,531
289/0W/2010,07.06.2010,5.4,Mg.,0,5066,14326,588
290/0W/2010,07.06.2010,5.7,Mg.,0,5066,14327,564
301/0W/2010,27.04.2010,3.439,Mg.,0,194,14338,528
291/0W/2010,07.06.2010,7.0,Mg.,0,5066,14328,594
292/0W/2010,07.06.2010,1.25,Mg.,0,7534,14329,832
302/0W/2010,27.04.2010,24.249,Mg.,0,194,14339,344
293/0W/2010,07.06.2010,1.07,Mg.,0,7534,14330,529
294/0W/2010,07.06.2010,5.0,Mg.,0,7534,14331,344
303/0W/2010,04.05.2010,1.358,Mg.,0,194,14340,595
295/0W/2010,07.06.2010,18.405,Mg.,0,7534,14332,565
304/0W/2010,04.05.2010,1.064,Mg.,0,194,14341,531
371/1W/2010,09.06.2010,11.28,Mg.,1,1431,14350,572
305/0W/2010,14.05.2010,1.84,Mg.,0,194,14342,582
372/1W/2010,01.06.2010,6.863,Mg.,1,6118,14351,572
306/0W/2010,14.05.2010,4.978,Mg.,0,194,14343,576
374/1W/2010,21.05.2010,19.28,Mg.,1,1756,14353,531
307/0W/2010,24.05.2010,9.373,Mg.,0,194,14344,564
373/1W/2010,08.06.2010,12.06,Mg.,1,6118,14352,525
308/0W/2010,24.05.2010,0.641,Mg.,0,194,14345,565
375/1W/2010,26.05.2010,6.36,Mg.,1,2001,14354,613
309/0W/2010,07.06.2010,4.836,Mg.,0,827,14346,565
376/1W/2010,27.05.2010,2.34,Mg.,1,2001,14355,572
310/0W/2010,07.06.2010,1.03,Mg.,0,827,14347,528
377/1W/2010,05.05.2010,1.04,Mg.,1,2001,14356,531
378/1W/2010,07.05.2010,1.68,Mg.,1,2001,14357,565
311/0W/2010,09.06.2010,19.34,Mg.,0,5066,14348,570
312/0W/2010,09.06.2010,5.24,Mg.,0,5066,14349,522
379/1W/2010,12.05.2010,1.72,Mg.,1,2001,14358,579
380/1W/2010,26.05.2010,1.46,Mg.,1,2001,14359,531
381/1W/2010,17.05.2010,12.42,Mg.,1,2001,14360,564
382/1W/2010,17.05.2010,5.14,Mg.,1,2001,14361,594
402/1W/2010,31.05.2010,10.54,Mg.,1,2001,14381,605
383/1W/2010,18.05.2010,12.32,Mg.,1,2001,14362,575
384/1W/2010,18.05.2010,6.94,Mg.,1,2001,14363,271
403/1W/2010,31.05.2010,10.4,Mg.,1,2001,14382,548
385/1W/2010,19.05.2010,10.76,Mg.,1,2001,14364,605
386/1W/2010,19.05.2010,4.6,Mg.,1,2001,14365,576
387/1W/2010,19.05.2010,5.1,Mg.,1,2001,14366,564
388/1W/2010,20.05.2010,9.8,Mg.,1,2001,14367,582
389/1W/2010,21.05.2010,10.18,Mg.,1,2001,14368,531
390/1W/2010,21.05.2010,11.78,Mg.,1,2001,14369,531
391/1W/2010,22.05.2010,4.8,Mg.,1,2001,14370,607
392/1W/2010,24.05.2010,11.2,Mg.,1,2001,14371,565
393/1W/2010,24.05.2010,9.52,Mg.,1,2001,14372,594
394/1W/2010,25.05.2010,11.88,Mg.,1,2001,14373,572
395/1W/2010,25.05.2010,8.62,Mg.,1,2001,14374,375
396/1W/2010,26.05.2010,5.28,Mg.,1,2001,14375,624
397/1W/2010,26.05.2010,3.18,Mg.,1,2001,14376,572
398/1W/2010,26.05.2010,5.08,Mg.,1,2001,14377,582
399/1W/2010,27.05.2010,9.58,Mg.,1,2001,14378,567
400/1W/2010,28.05.2010,11.72,Mg.,1,2001,14379,564
404/1W/2010,20.05.2010,8.386,Mg.,1,6118,14383,531
405/1W/2010,25.05.2010,4.04,Mg.,1,1763,14384,565
406/1W/2010,10.06.2010,5.71,Mg.,1,8821,14385,565
407/1W/2010,12.05.2010,1.235,Mg.,1,7448,14386,575
22/2W/2010,31.05.2010,0.085,Mg.,2,827,14391,576
313/0W/2010,10.06.2010,19.66,Mg.,0,6357,14387,576
316/0W/2010,11.06.2010,25.5,Mg.,0,827,14394,564
408/1W/2010,10.05.2010,0.625,Mg.,1,7448,14388,595
317/0W/2010,12.05.2010,11.96,Mg.,0,2342,14395,605
20/2W/2010,10.06.2010,19.66,Mg.,2,8639,14389,570
314/0W/2010,20.04.2010,51.3,Mg.,0,3595,14392,567
319/0W/2010,31.05.2010,0.05,Mg.,0,827,14398,531
315/0W/2010,30.04.2010,51.0,Mg.,0,3595,14393,572
318/0W/2010,05.05.2010,9.4,Mg.,0,2342,14396,564
409/1W/2010,14.06.2010,25.5,Mg.,1,1129,14397,564
320/0W/2010,31.05.2010,0.03,Mg.,0,827,14399,570
321/0W/2010,31.05.2010,0.08,Mg.,0,827,14400,528
322/0W/2010,31.05.2010,2.936,Mg.,0,827,14401,271
323/0W/2010,31.05.2010,0.505,Mg.,0,827,14402,564
410/1W/2010,30.04.2010,1.045,Mg.,1,7448,14403,570
411/1W/2010,30.04.2010,0.135,Mg.,1,7448,14404,576
412/1W/2010,30.04.2010,0.14,Mg.,1,7448,14405,582
415/1W/2010,11.06.2010,3.17,Mg.,1,1762,14411,594
413/1W/2010,30.04.2010,0.27,Mg.,1,7448,14406,576
417/1W/2010,19.05.2010,6.95,Mg.,1,1762,14413,529
414/1W/2010,30.04.2010,0.19,Mg.,1,7448,14407,565
416/1W/2010,26.05.2010,8.9,Mg.,1,5799,14412,531
327/0W/2010,14.06.2010,2.372,Mg.,0,827,14414,355
324/0W/2010,31.05.2010,79.92,Mg.,0,827,14408,531
330/0W/2010,01.06.2010,19.48,Mg.,0,2382,14417,582
325/0W/2010,31.05.2010,29.97,Mg.,0,827,14409,572
328/0W/2010,14.06.2010,1.838,Mg.,0,827,14415,605
