NRKARTY,DATAW,MASA,JEDN,FIRMA,NR_KLIENTA,NR_MAGW,NR_ODPADU
1382/0W/2018,11.12.2018,17.84,Mg.,0,5905,34724,575
512/1W/2018,13.12.2018,2.3,Mg.,1,396,34725,575
513/1W/2018,13.12.2018,4.14,Mg.,1,34,34726,344
514/1W/2018,12.12.2018,24.06,Mg.,1,4435,34727,531
432/1W/2018,18.09.2018,0.38,Mg.,1,34,34421,522
1454/0W/2018,20.12.2018,8.25,Mg.,0,17368,34808,582
524/1W/2018,21.12.2018,8.26,Mg.,1,6827,34809,564
1060/0W/2018,21.09.2018,24.96,Mg.,0,6357,34287,575
1061/0W/2018,24.09.2018,4.52,Mg.,0,6357,34288,576
1062/0W/2018,24.09.2018,25.04,Mg.,0,6357,34289,565
1063/0W/2018,25.09.2018,4.12,Mg.,0,6357,34290,579
1064/0W/2018,26.09.2018,4.42,Mg.,0,6357,34291,604
1065/0W/2018,26.09.2018,24.82,Mg.,0,6357,34292,604
1066/0W/2018,27.09.2018,3.98,Mg.,0,6357,34293,525
973/0W/2018,31.08.2018,0.1,Mg.,0,18185,34167,531
974/0W/2018,31.08.2018,0.1,Mg.,0,18185,34168,531
975/0W/2018,31.08.2018,0.1,Mg.,0,18185,34169,575
976/0W/2018,31.08.2018,0.1,Mg.,0,18185,34170,565
365/1W/2018,07.09.2018,17.54,Mg.,1,6827,34171,576
366/1W/2018,06.09.2018,3.21,Mg.,1,13327,34172,595
977/0W/2018,07.09.2018,7.31,Mg.,0,17368,34173,277
978/0W/2018,07.09.2018,7.41,Mg.,0,15623,34174,531
1469/0W/2018,03.12.2018,4.84,Mg.,0,6357,34833,569
1470/0W/2018,03.12.2018,24.38,Mg.,0,6357,34834,531
1471/0W/2018,04.12.2018,25.02,Mg.,0,6357,34835,531
1472/0W/2018,05.12.2018,2.26,Mg.,0,6357,34836,493
1473/0W/2018,05.12.2018,4.42,Mg.,0,6357,34837,500
1474/0W/2018,06.12.2018,24.4,Mg.,0,6357,34838,528
1475/0W/2018,07.12.2018,5.24,Mg.,0,6357,34839,531
1476/0W/2018,07.12.2018,4.98,Mg.,0,6357,34840,565
1477/0W/2018,10.12.2018,4.7,Mg.,0,6357,34841,582
1478/0W/2018,11.12.2018,23.68,Mg.,0,6357,34842,590
1479/0W/2018,11.12.2018,4.88,Mg.,0,6357,34843,564
1480/0W/2018,12.12.2018,5.1,Mg.,0,6357,34844,568
1481/0W/2018,13.12.2018,24.36,Mg.,0,6357,34845,531
1482/0W/2018,13.12.2018,4.66,Mg.,0,6357,34846,604
1483/0W/2018,17.12.2018,4.44,Mg.,0,6357,34847,595
364/1W/2018,06.09.2018,21.66,Mg.,1,3136,34160,627
979/0W/2018,30.08.2018,5.207,Mg.,0,2423,34175,570
980/0W/2018,07.09.2018,10.372,Mg.,0,2423,34176,564
197/0W/2019,27.02.2019,5.54,Mg.,0,6357,35178,576
138/1W/2019,15.04.2019,6.2,Mg.,1,34,35454,531
198/0W/2019,28.02.2019,5.5,Mg.,0,6357,35179,582
166/0W/2019,04.03.2019,10.28,Mg.,0,17368,35137,531
199/0W/2019,28.02.2019,2.34,Mg.,0,6357,35180,572
207/0W/2019,14.03.2019,21.04,Mg.,0,9156,35193,579
167/0W/2019,01.03.2019,23.68,Mg.,0,17224,35138,575
200/0W/2019,18.03.2019,5.44,Mg.,0,13771,35181,582
201/0W/2019,13.03.2019,0.532,Mg.,0,6357,35182,604
202/0W/2019,13.03.2019,0.932,Mg.,0,6357,35183,531
203/0W/2019,13.03.2019,1.128,Mg.,0,6357,35184,345
204/0W/2019,13.03.2019,21.26,Mg.,0,9156,35185,531
92/0W/2019,06.02.2019,3.84,Mg.,0,13771,35018,504
87/1W/2019,14.03.2019,18.8,Mg.,1,6827,35186,576
1/2W/2019,14.03.2019,0.932,Mg.,2,18161,35187,572
2/2W/2019,14.03.2019,0.532,Mg.,2,18161,35188,582
3/2W/2019,14.03.2019,1.128,Mg.,2,18161,35189,576
4/2W/2019,13.03.2019,0.871,Mg.,2,18161,35191,572
88/1W/2019,15.03.2019,6.0,Mg.,1,34,35194,682
139/1W/2019,15.04.2019,10.46,Mg.,1,16393,35455,570
208/0W/2019,18.03.2019,23.6,Mg.,0,17224,35195,565
81/0W/2019,06.02.2019,7.28,Mg.,0,17368,35005,531
82/0W/2019,05.02.2019,8.42,Mg.,0,13771,35006,575
41/1W/2019,05.02.2019,18.84,Mg.,1,6827,35007,570
83/0W/2019,05.02.2019,24.64,Mg.,0,11299,35008,576
84/0W/2019,06.02.2019,24.02,Mg.,0,17224,35009,575
85/0W/2019,07.02.2019,23.92,Mg.,0,17224,35010,575
86/0W/2019,06.02.2019,1.032,Mg.,0,15680,35011,531
168/0W/2019,04.03.2019,5.56,Mg.,0,16949,35139,576
169/0W/2019,04.03.2019,23.88,Mg.,0,17224,35140,569
170/0W/2019,05.03.2019,23.86,Mg.,0,17224,35141,271
87/0W/2019,06.02.2019,23.84,Mg.,0,11299,35012,531
42/1W/2019,06.02.2019,2.44,Mg.,1,2594,35013,575
88/0W/2019,05.02.2019,50.0,Mg.,0,827,35014,604
89/0W/2019,05.02.2019,30.0,Mg.,0,827,35015,582
89/1W/2019,18.03.2019,8.08,Mg.,1,6827,35196,531
90/1W/2019,18.03.2019,18.0,Mg.,1,6827,35197,357
43/1W/2019,04.02.2019,0.5,Mg.,1,396,35019,564
93/0W/2019,07.02.2019,24.38,Mg.,0,11299,35020,630
91/1W/2019,06.03.2019,0.8,Mg.,1,313,35198,565
44/1W/2019,06.02.2019,15.16,Mg.,1,6827,35021,602
94/0W/2019,07.02.2019,4.96,Mg.,0,13771,35022,565
45/1W/2019,06.02.2019,21.22,Mg.,1,5058,35023,341
46/1W/2019,08.02.2019,22.06,Mg.,1,3136,35024,531
47/1W/2019,11.02.2019,10.24,Mg.,1,6827,35025,531
48/1W/2019,07.02.2019,6.22,Mg.,1,6827,35026,582
171/0W/2019,21.03.2019,13.7,Mg.,0,2349,35142,626
172/0W/2019,05.03.2019,1.317,Mg.,0,2423,35143,576
173/0W/2019,05.03.2019,0.025,Mg.,0,2423,35144,548
174/0W/2019,05.03.2019,9.064,Mg.,0,2423,35145,376
175/0W/2019,05.03.2019,5.0,Mg.,0,17368,35146,595
176/0W/2019,05.03.2019,5.36,Mg.,0,2349,35147,528
1484/0W/2018,17.12.2018,23.56,Mg.,0,6357,34848,531
882/0W/2018,16.08.2018,24.76,Mg.,0,11299,34034,531
209/0W/2019,18.03.2019,2.18,Mg.,0,2423,35199,378
1485/0W/2018,17.12.2018,5.64,Mg.,0,6357,34849,531
385/0W/2019,05.04.2019,5.92,Mg.,0,827,35456,579
210/0W/2019,18.03.2019,0.85,Mg.,0,2423,35200,582
1/1W/2019,02.01.2019,22.38,Mg.,1,4435,34850,564
2/1W/2019,02.01.2019,20.0,Mg.,1,5058,34851,390
1486/0W/2018,28.12.2018,14.86,Mg.,0,2349,34852,271
177/0W/2019,06.03.2019,5.12,Mg.,0,13771,35148,106
77/1W/2019,06.03.2019,5.8,Mg.,1,6827,35149,682
178/0W/2019,28.02.2019,20.02,Mg.,0,827,35150,564
179/0W/2019,05.03.2019,2.38,Mg.,0,17368,35151,529
1017/0W/2018,21.09.2018,25.28,Mg.,0,17224,34234,582
1018/0W/2018,21.09.2018,14.597,Mg.,0,15623,34235,626
1019/0W/2018,24.09.2018,7.86,Mg.,0,17368,34236,575
1020/0W/2018,24.09.2018,2.7,Mg.,0,13771,34237,575
386/0W/2019,05.04.2019,1.6,Mg.,0,827,35457,500
180/0W/2019,21.02.2019,3.98,Mg.,0,12807,35152,570
211/0W/2019,18.03.2019,2.18,Mg.,0,2423,35201,346
181/0W/2019,25.02.2019,4.94,Mg.,0,12807,35153,582
182/0W/2019,27.02.2019,6.12,Mg.,0,12807,35154,604
212/0W/2019,18.03.2019,2.19,Mg.,0,2423,35202,531
213/0W/2019,04.02.2019,0.84,Mg.,0,5012,35203,604
214/0W/2019,04.02.2019,2.0,Mg.,0,5012,35204,531
183/0W/2019,07.03.2019,10.56,Mg.,0,15680,35155,582
184/0W/2019,07.03.2019,23.92,Mg.,0,17224,35156,582
215/0W/2019,04.02.2019,2.2,Mg.,0,5012,35205,564
216/0W/2019,11.02.2019,0.32,Mg.,0,5012,35206,582
217/0W/2019,11.02.2019,0.14,Mg.,0,5012,35207,572
1263/0W/2018,21.11.2018,8.06,Mg.,0,17368,34583,576
218/0W/2019,11.02.2019,1.28,Mg.,0,5012,35208,582
219/0W/2019,11.02.2019,1.12,Mg.,0,5012,35209,575
220/0W/2019,11.03.2019,3.22,Mg.,0,5012,35210,575
1160/0W/2018,18.10.2018,10.77,Mg.,0,17368,34422,554
387/0W/2019,05.04.2019,3.64,Mg.,0,827,35458,570
221/0W/2019,11.03.2019,0.2,Mg.,0,5012,35211,565
142/1W/2019,18.04.2019,18.62,Mg.,1,6827,35484,576
222/0W/2019,15.03.2019,0.1,Mg.,0,9213,35212,605
140/1W/2019,17.04.2019,14.66,Mg.,1,6827,35459,531
92/1W/2019,18.03.2019,0.8,Mg.,1,18657,35213,473
388/0W/2019,16.04.2019,19.6,Mg.,0,11596,35460,528
93/1W/2019,15.03.2019,0.42,Mg.,1,34,35214,607
389/0W/2019,16.04.2019,0.0,Mg.,0,5905,35461,623
390/0W/2019,17.04.2019,16.5,Mg.,0,9156,35462,624
391/0W/2019,10.04.2019,17.36,Mg.,0,827,35463,594
223/0W/2019,19.03.2019,12.2,Mg.,0,17368,35215,575
224/0W/2019,19.03.2019,7.34,Mg.,0,13771,35216,595
392/0W/2019,08.04.2019,3.44,Mg.,0,827,35464,582
393/0W/2019,08.04.2019,0.16,Mg.,0,827,35465,531
394/0W/2019,08.04.2019,0.04,Mg.,0,827,35466,406
94/1W/2019,19.03.2019,0.4,Mg.,1,18657,35217,594
141/1W/2019,16.04.2019,18.86,Mg.,1,4435,35467,531
395/0W/2019,18.04.2019,4.64,Mg.,0,17368,35468,531
396/0W/2019,01.04.2019,24.54,Mg.,0,6357,35469,572
98/1W/2019,20.03.2019,4.86,Mg.,1,17718,35227,565
99/1W/2019,21.03.2019,10.38,Mg.,1,6827,35228,579
100/1W/2019,21.03.2019,1.5,Mg.,1,313,35229,528
231/0W/2019,21.03.2019,24.58,Mg.,0,11299,35230,252
232/0W/2019,21.03.2019,5.58,Mg.,0,17368,35231,528
14/2W/2018,31.12.2018,287.54,Mg.,2,741,35232,575
15/2W/2018,31.12.2018,273.838,Mg.,2,741,35233,531
16/2W/2018,31.12.2018,1424.52,Mg.,2,741,35234,565
17/2W/2018,31.12.2018,117.0,Mg.,2,6357,35235,531
18/2W/2018,31.12.2018,3.02,Mg.,2,6357,35236,582
19/2W/2018,31.12.2018,39.44,Mg.,2,6357,35237,531
20/2W/2018,31.12.2018,292.82,Mg.,2,6357,35238,531
21/2W/2018,31.12.2018,53.44,Mg.,2,6357,35239,830
22/2W/2018,31.12.2018,4.96,Mg.,2,6357,35240,572
23/2W/2018,31.12.2018,4.14,Mg.,2,6357,35241,565
24/2W/2018,31.12.2018,896.8,Mg.,2,6357,35242,531
25/2W/2018,31.12.2018,3431.094,Mg.,2,6357,35243,575
101/1W/2019,20.03.2019,18.0,Mg.,1,4435,35244,120
397/0W/2019,05.04.2019,4.72,Mg.,0,6357,35470,531
398/1W/2018,01.10.2018,4.0,Mg.,1,6827,34294,531
1067/0W/2018,01.10.2018,7.72,Mg.,0,13771,34295,576
1068/0W/2018,01.10.2018,7.64,Mg.,0,17368,34296,531
1069/0W/2018,01.10.2018,2.262,Mg.,0,2423,34297,531
1268/0W/2018,05.11.2018,5.14,Mg.,0,6357,34592,531
1070/0W/2018,01.10.2018,7.38,Mg.,0,2423,34298,572
1071/0W/2018,01.10.2018,1.0,Mg.,0,13771,34299,594
1269/0W/2018,05.11.2018,24.76,Mg.,0,6357,34593,572
1270/0W/2018,05.11.2018,25.38,Mg.,0,6357,34594,590
399/1W/2018,25.09.2018,3.63,Mg.,1,6827,34300,525
1271/0W/2018,05.11.2018,24.88,Mg.,0,6357,34595,594
1072/0W/2018,27.09.2018,25.22,Mg.,0,6357,34301,531
1272/0W/2018,06.11.2018,4.2,Mg.,0,6357,34596,565
1073/0W/2018,27.09.2018,24.9,Mg.,0,6357,34302,565
1074/0W/2018,28.09.2018,3.06,Mg.,0,6357,34303,531
1075/0W/2018,28.09.2018,4.34,Mg.,0,6357,34304,576
233/0W/2019,11.03.2019,6.88,Mg.,0,12807,35245,710
398/0W/2019,08.04.2019,4.72,Mg.,0,6357,35471,587
234/0W/2019,14.03.2019,3.06,Mg.,0,12807,35246,531
399/0W/2019,08.04.2019,24.54,Mg.,0,6357,35472,564
235/0W/2019,20.03.2019,1.61,Mg.,0,17368,35247,594
400/0W/2019,10.04.2019,4.66,Mg.,0,6357,35473,572
401/0W/2019,11.04.2019,4.52,Mg.,0,6357,35474,565
236/0W/2019,22.03.2019,25.14,Mg.,0,11299,35248,575
237/0W/2019,22.03.2019,1.072,Mg.,0,15680,35249,582
402/0W/2019,12.04.2019,4.38,Mg.,0,6357,35475,579
102/1W/2019,22.03.2019,0.94,Mg.,1,34,35250,390
103/1W/2019,26.03.2019,7.0,Mg.,1,14556,35251,531
403/0W/2019,11.04.2019,4.82,Mg.,0,6357,35476,575
404/0W/2019,12.04.2019,6.78,Mg.,0,6357,35477,564
104/1W/2019,20.03.2019,0.1,Mg.,1,396,35252,531
405/0W/2019,15.04.2019,4.84,Mg.,0,6357,35478,531
105/1W/2019,20.03.2019,1.64,Mg.,1,396,35253,594
106/1W/2019,20.03.2019,0.68,Mg.,1,4435,35254,572
4/1W/2019,09.01.2019,9.6,Mg.,1,14556,34871,572
5/1W/2019,10.01.2019,5.9,Mg.,1,3110,34872,604
1273/0W/2018,06.11.2018,4.78,Mg.,0,6357,34597,531
1274/0W/2018,06.11.2018,5.46,Mg.,0,6357,34598,595
1275/0W/2018,07.11.2018,3.68,Mg.,0,6357,34599,582
494/1W/2018,27.11.2018,18.96,Mg.,1,6827,34600,604
1276/0W/2018,07.11.2018,4.86,Mg.,0,6357,34601,344
1277/0W/2018,07.11.2018,5.76,Mg.,0,6357,34602,565
1278/0W/2018,08.11.2018,25.54,Mg.,0,6357,34603,576
1279/0W/2018,09.11.2018,25.0,Mg.,0,6357,34604,575
1280/0W/2018,13.11.2018,4.92,Mg.,0,6357,34605,576
962/0W/2018,22.08.2018,15.0,Mg.,0,827,34151,531
963/0W/2018,05.09.2018,11.624,Mg.,0,14173,34152,575
360/1W/2018,05.09.2018,21.9,Mg.,1,5058,34153,564
388/1W/2018,24.09.2018,0.449,Mg.,1,17472,34238,564
361/1W/2018,05.09.2018,1.4,Mg.,1,313,34154,576
323/1W/2018,16.08.2018,1.0,Mg.,1,396,34035,576
406/0W/2019,15.04.2019,4.56,Mg.,0,6357,35479,572
411/0W/2019,17.04.2019,2.53,Mg.,0,17368,35485,344
407/0W/2019,15.04.2019,25.46,Mg.,0,6357,35480,598
473/0W/2019,09.05.2019,4.67,Mg.,0,2423,35563,528
408/0W/2019,20.03.2019,1.117,Mg.,0,67,35481,576
409/0W/2019,20.03.2019,0.167,Mg.,0,67,35482,565
420/0W/2019,02.04.2019,6.48,Mg.,0,12807,35495,522
410/0W/2019,05.04.2019,1.582,Mg.,0,67,35483,531
412/0W/2019,10.04.2019,16.06,Mg.,0,827,35486,565
413/0W/2019,10.04.2019,9.05,Mg.,0,827,35487,572
414/0W/2019,15.04.2019,7.2,Mg.,0,827,35488,531
415/0W/2019,15.04.2019,11.46,Mg.,0,827,35489,604
416/0W/2019,10.04.2019,0.02,Mg.,0,827,35490,531
417/0W/2019,19.04.2019,7.62,Mg.,0,17368,35491,582
418/0W/2019,16.04.2019,18.86,Mg.,0,827,35492,347
419/0W/2019,19.04.2019,7.82,Mg.,0,18623,35493,565
143/1W/2019,19.04.2019,9.541,Mg.,1,14556,35494,531
238/0W/2019,26.03.2019,23.46,Mg.,0,17224,35255,582
1281/0W/2018,13.11.2018,4.6,Mg.,0,6357,34606,572
1498/0W/2018,01.12.2018,24.22,Mg.,0,2001,34873,531
1282/0W/2018,14.11.2018,6.26,Mg.,0,6357,34607,565
1283/0W/2018,14.11.2018,25.46,Mg.,0,6357,34608,350
1499/0W/2018,10.12.2018,23.36,Mg.,0,2001,34874,605
1284/0W/2018,16.11.2018,4.7,Mg.,0,6357,34609,567
1285/0W/2018,16.11.2018,24.78,Mg.,0,6357,34610,531
10/0W/2019,10.01.2019,23.22,Mg.,0,11299,34875,572
1286/0W/2018,19.11.2018,4.6,Mg.,0,6357,34611,565
1287/0W/2018,19.11.2018,24.96,Mg.,0,6357,34612,531
1288/0W/2018,19.11.2018,24.86,Mg.,0,6357,34613,531
1289/0W/2018,20.11.2018,4.36,Mg.,0,6357,34614,531
1290/0W/2018,21.11.2018,24.08,Mg.,0,6357,34615,511
1291/0W/2018,22.11.2018,24.7,Mg.,0,6357,34616,508
1292/0W/2018,23.11.2018,4.62,Mg.,0,6357,34617,582
990/0W/2018,10.09.2018,3.76,Mg.,0,13771,34186,531
991/0W/2018,10.09.2018,4.06,Mg.,0,17368,34187,258
421/0W/2019,08.04.2019,2.24,Mg.,0,12807,35496,531
159/1W/2019,29.04.2019,20.8,Mg.,1,5058,35564,500
422/0W/2019,12.04.2019,4.3,Mg.,0,12807,35497,604
423/0W/2019,23.04.2019,5.62,Mg.,0,13771,35498,106
424/0W/2019,24.04.2019,1.0,Mg.,0,11299,35499,579
425/0W/2019,24.04.2019,1.0,Mg.,0,11299,35500,277
144/1W/2019,23.04.2019,1.16,Mg.,1,313,35501,531
426/0W/2019,24.04.2019,4.4,Mg.,0,17368,35502,594
145/1W/2019,24.04.2019,4.6,Mg.,1,34,35503,568
427/0W/2019,01.03.2019,21.9,Mg.,0,18876,35504,613
428/0W/2019,16.04.2019,24.36,Mg.,0,18876,35505,531
429/0W/2019,25.04.2019,24.38,Mg.,0,11299,35506,589
146/1W/2019,25.04.2019,0.54,Mg.,1,396,35507,604
430/0W/2019,25.04.2019,1.863,Mg.,0,13452,35508,594
431/0W/2019,25.04.2019,0.02,Mg.,0,13452,35509,531
279/0W/2019,15.03.2019,4.56,Mg.,0,6357,35302,531
280/0W/2019,18.03.2019,4.66,Mg.,0,6357,35303,531
281/0W/2019,18.03.2019,3.96,Mg.,0,6357,35304,528
394/1W/2019,10.10.2019,1.72,Mg.,1,396,36489,565
395/1W/2019,15.10.2019,22.69,Mg.,1,3136,36496,531
1130/0W/2019,14.10.2019,0.262,Mg.,0,2423,36490,531
397/1W/2019,15.10.2019,8.28,Mg.,1,6827,36498,531
1131/0W/2019,14.10.2019,0.032,Mg.,0,2423,36491,565
396/1W/2019,15.10.2019,1.0,Mg.,1,313,36497,564
1132/0W/2019,14.10.2019,6.496,Mg.,0,2423,36492,565
442/1W/2019,13.11.2019,7.54,Mg.,1,6827,36713,529
1133/0W/2019,14.10.2019,3.3,Mg.,0,2423,36493,604
398/1W/2019,15.10.2019,18.18,Mg.,1,6827,36499,564
1134/0W/2019,14.10.2019,0.555,Mg.,0,2423,36494,344
1135/0W/2019,14.10.2019,4.006,Mg.,0,2423,36495,565
1136/0W/2019,15.10.2019,15.0,Mg.,0,14173,36500,604
1137/0W/2019,16.10.2019,20.0,Mg.,0,2349,36501,271
1138/0W/2019,10.10.2019,4.04,Mg.,0,6357,36502,531
399/1W/2019,14.10.2019,11.0,Mg.,1,6827,36503,531
1139/0W/2019,16.10.2019,5.48,Mg.,0,17368,36504,594
400/1W/2019,16.10.2019,8.4,Mg.,1,6827,36505,575
401/1W/2019,15.10.2019,3.44,Mg.,1,6827,36506,710
244/1W/2019,04.07.2019,5.54,Mg.,1,34,35922,390
1140/0W/2019,17.10.2019,20.0,Mg.,0,2349,36507,507
713/0W/2019,04.07.2019,0.812,Mg.,0,15680,35923,564
1301/0W/2019,31.10.2019,6.02,Mg.,0,827,36714,572
714/0W/2019,03.07.2019,14.56,Mg.,0,9156,35924,564
402/1W/2019,17.10.2019,14.76,Mg.,1,6827,36508,531
403/1W/2019,17.10.2019,3.5,Mg.,1,34,36509,512
1141/0W/2019,16.10.2019,1.294,Mg.,0,19402,36510,529
1142/0W/2019,18.10.2019,24.22,Mg.,0,17224,36511,531
1143/0W/2019,18.10.2019,24.18,Mg.,0,17224,36512,531
1144/0W/2019,18.10.2019,9.5,Mg.,0,7473,36513,511
1145/0W/2019,16.10.2019,1.54,Mg.,0,2349,36514,595
1146/0W/2019,17.10.2019,3.24,Mg.,0,2349,36515,525
